"patch","user","nn","avg_speed","duration","noutliers","lon_center","lat_center","rgyration","dw","ini_dat"
55689,"940855761325dba33ab3624773078c8350fe003969d9725733f49b2e5c0ccac0",12,0.0683987765558439,12488,1,-71.087980775,42.36231085,0.0103831704689446,1,1475671581
55693,"940855761325dba33ab3624773078c8350fe003969d9725733f49b2e5c0ccac0",3,0.0216377163650634,2010,0,-71.0879239333333,42.3623267,0.00265834676375584,1,1475685242
55699,"940855761325dba33ab3624773078c8350fe003969d9725733f49b2e5c0ccac0",13,0.0853167989453243,11841,1,-71.0879572615385,42.3623552076923,0.0105421997615854,1,1475757736
55700,"940855761325dba33ab3624773078c8350fe003969d9725733f49b2e5c0ccac0",22,0.15987093762646,5474,0,-71.0882137772727,42.3627473272727,0.00147093634470814,1,1475769703
55701,"940855761325dba33ab3624773078c8350fe003969d9725733f49b2e5c0ccac0",3,0.0641724831468179,3387,0,-71.0878575,42.3623733,0.00298261579332547,1,1475775320
55712,"940855761325dba33ab3624773078c8350fe003969d9725733f49b2e5c0ccac0",4,0.0858554239384356,4429,0,-71.0880671,42.362453225,0.00942869495718883,1,1475844403
55714,"940855761325dba33ab3624773078c8350fe003969d9725733f49b2e5c0ccac0",7,0.0946476436813689,2284,0,-71.0863145428571,42.3626354,0.0175811470057816,1,1475858929
55947,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",3,0.0453175369203642,1441,0,-71.0945316,42.3590612333333,0.00691070777726366,1,1475439127
55951,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",10,0.222573910297589,4284,0,-71.08671383,42.36114038,0.0114128297628514,1,1475502152
55953,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",8,0.123231402670936,5368,1,-71.089152275,42.36069425,0.0092040480859305,1,1475506716
55955,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",3,0.170762682733056,664,0,-71.0940674333333,42.3600708666667,0.00663717910541184,1,1475512587
55957,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",3,0.166656380627477,302,0,-71.0947947333333,42.3587471333333,0.004664397420226,1,1475513854
55959,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",8,0.0953123625125714,7949,0,-71.0939397375,42.3602253875,0.00595107786456239,1,1475514442
55960,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",4,0.0567743833366515,3048,0,-71.094845025,42.3597488,0.00232945649003379,1,1475528582
55964,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",12,0.0829522311033106,10524,1,-71.0837612166667,42.3610906916667,0.00997441978824664,1,1475596875
55966,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",7,0.151652418606852,756,0,-71.0947704,42.3588119571429,0.00932299325219063,1,1475608268
55968,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",8,0.212352297786246,1667,0,-71.094705725,42.35877845,0.0045413115992137,1,1475610083
55977,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",12,0.108300770556205,7496,1,-71.0905778666667,42.3605089666667,0.0076238513858514,1,1475623237
56006,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",3,0.504571047484737,176,0,-71.0873756,42.3625537333333,0.00271581400516907,1,1475779519
56008,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",4,0.0861366167396531,411,0,-71.087370775,42.36123945,0.00539414302343711,1,1475780294
56010,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",3,0.10709214957724,450,0,-71.0887595666667,42.3612815,0.00665593961930603,1,1475781089
56011,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",13,0.260018619163046,1492,1,-71.0892143384615,42.3620100076923,0.00886755470592642,1,1475781661
56016,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",7,0.161520683442573,1293,0,-71.0941138428571,42.3599568285714,0.00781455752955763,1,1475783872
56017,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",3,0.325354605640685,242,0,-71.0931234666667,42.3593036333333,0.00958731038691239,1,1475789517
56021,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",5,0.149835023755236,826,0,-71.08576134,42.36265954,0.00806815606541931,1,1475790418
56025,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",3,0.27049853887263,154,0,-71.0930925,42.3591994,0.00116209439502854,1,1475795363
56027,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",3,0.34088826873434,258,0,-71.0941138666667,42.3593487666667,0.00495223286692334,1,1475795864
56036,"96bef420825bb87a54d45642bbb236451e85c3c0f864ebb0966040c61cf1ebc6",3,0.169026719847066,252,0,-71.0940519666667,42.3598084666667,0.00478786979631844,1,1475860114
64885,"a5ae52261e148cefb5b19134f081e14858ee728dcfaacc0e14b66263a8cec573",3,0.194367263812192,279,0,-71.0792037,42.3620074,0.00592042902816869,1,1475606331
66409,"a64532bae3c38c5b160b07b23e6fcbca3ea370b0062810b97e5bb0caa397f4c7",5,0.0616575701404881,3691,0,-71.07125242,42.3677202,0.00492386831054913,1,1475841905
66417,"a64532bae3c38c5b160b07b23e6fcbca3ea370b0062810b97e5bb0caa397f4c7",4,0.0709435173941257,602,0,-71.07106385,42.367688625,0.00637813881490048,1,1475857515
66419,"a64532bae3c38c5b160b07b23e6fcbca3ea370b0062810b97e5bb0caa397f4c7",7,0.0611275850583082,7847,0,-71.0700872714286,42.3670483714286,0.00473427359530841,1,1475858416
66420,"a64532bae3c38c5b160b07b23e6fcbca3ea370b0062810b97e5bb0caa397f4c7",6,0.131845481769397,914,0,-71.070546,42.3675477333333,0.00972346627041407,1,1475866977
77483,"c5c7c750f086fdb188be1a43b296dba13eadf8f20641d830b280ba3b322f1703",3,0.152273414508037,603,0,-71.0778111333333,42.3673993666667,0.0110799050404091,1,1475331123
77485,"c5c7c750f086fdb188be1a43b296dba13eadf8f20641d830b280ba3b322f1703",4,0.177128977208611,484,0,-71.077424175,42.367438525,0.000206298081354201,1,1475331999
77489,"c5c7c750f086fdb188be1a43b296dba13eadf8f20641d830b280ba3b322f1703",4,0.184594470733947,564,0,-71.07780145,42.3673869,0.00700265286751794,1,1475334004
79611,"c6d7ecd3fdd11066aba5681239abe6261cedcc4419f81ef7ffdb7e096accb45a",4,0.109889192668153,955,0,-71.07017015,42.360734975,0.00270349385009549,1,1475441265
80851,"cc6174f9682bb1a5af4d7ad51388ffd7c8f1a13b4486edff75ca659efc714019",4,0.0253614364935395,4000,0,-71.09398905,42.36127695,0.0130949233548833,1,1475588622
104488,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",3,0.361104668278475,300,0,-71.0915514666667,42.3598243666667,0.0125096521250191,1,1475506794
104489,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",3,0.0717200921617721,4252,0,-71.091009,42.3592025666667,0.00379345580459402,1,1475507239
104492,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",9,0.122580738675518,8576,0,-71.0881735,42.3604690444444,0.0154616752241321,1,1475523369
104494,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",5,0.132318645672266,901,0,-71.08594296,42.36255946,0.00902715245599507,1,1475532243
104501,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",5,0.124209184358665,771,0,-71.0880039,42.36023586,0.00804402121081767,1,1475601852
104510,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",3,0.181810358978354,334,0,-71.0931057666667,42.3589742666667,0.00246834593514222,1,1475613811
104511,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",3,0.150296145167782,1128,0,-71.0928243333333,42.3587558,0.00379933607485619,1,1475614269
104515,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",3,0.169031951662167,606,0,-71.0919397666667,42.3579546666667,0.00989233563169659,1,1475673081
104517,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",4,0.0459892737943672,2987,0,-71.091947075,42.35801745,0.00361937738158606,1,1475674457
104518,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",5,0.16032765808398,3813,0,-71.09100862,42.35903166,0.00453033397939791,1,1475679513
104520,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",3,0.0604168953776412,989,0,-71.0884966666667,42.3592928333333,0.00458882006319641,1,1475684939
104524,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",4,0.0305863799338189,6404,0,-71.089238275,42.35928605,0.0033631275123992,1,1475707826
104531,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",4,0.192836554955541,5107,0,-71.08939975,42.359366925,0.0108100185994642,1,1475787430
104539,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",7,0.0824837895575263,6108,0,-71.0893323285714,42.3593171,0.00883426413432574,1,1475871490
104541,"fe76e4523a209e40a72fe06810b0274fbcdca4860e7ede067772731dd7951470",4,0.154812630529313,2509,0,-71.088018975,42.36037925,0.0114181212133133,1,1475878135
13592,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",14,0.115316496005582,8306,0,-71.0942093571429,42.3699520785714,0.00838310050378052,1,1475347822
13609,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",7,0.181455080582996,2884,0,-71.0861394571429,42.3670502,0.00684067437928029,1,1475434388
13617,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",7,0.0878604771653734,3775,0,-71.0861082285714,42.3670805,0.00650820954171619,1,1475444313
13630,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",4,0.267528758870193,392,0,-71.089982675,42.368906075,0.00507695971092647,1,1475456980
13632,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",3,0.0525538525504486,1015,0,-71.0900304666667,42.3688946,0.00518128642349755,1,1475457703
13637,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",3,0.140824626717427,394,0,-71.0861018666667,42.3671271333333,0.00788014359449621,1,1475463408
13647,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",4,0.0587681452860161,1975,0,-71.08609055,42.3670293,0.000796983591330269,1,1475474199
13664,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",4,0.0676186887909964,2771,0,-71.094369125,42.36990255,0.00826944678178722,1,1475516756
13679,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",4,0.0546044306098213,2611,0,-71.094253075,42.369938425,0.00571331661527453,1,1475578851
13683,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",3,0.089978174253514,377,0,-71.0858967666667,42.3671893666667,0.00343965071353891,1,1475582429
13696,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",5,0.212648054633267,1487,0,-71.09416026,42.36994486,0.013095487502654,1,1475612138
13725,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",3,0.0914424246727911,584,0,-71.0943305,42.3699516,0.00468437246025423,1,1475753726
13728,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",23,0.0967735329370491,21848,1,-71.0940284,42.3698879652174,0.00779762847957006,1,1475755732
13729,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",4,0.0161736855460097,4392,0,-71.086019425,42.367250075,0.00618621263328202,1,1475779795
13740,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",7,0.151002083840835,2995,0,-71.0859696857143,42.3675606714286,0.0130751227471272,1,1475801373
13749,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",5,0.113077769493481,1013,0,-71.0902088,42.3685881,0.00928323046393006,1,1475816221
13751,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",4,0.114177312707852,1606,0,-71.085954825,42.367214775,0.00846816811015926,1,1475836638
13753,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",3,0.0900632123074295,382,0,-71.0942376333333,42.3699358,0.00286464424943201,1,1475838723
13754,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",32,0.170043230454625,21249,1,-71.09398471875,42.369886903125,0.0067779018116405,1,1475839404
13758,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",16,0.0794860170805266,11896,1,-71.09405870625,42.3699354625,0.0130066760502271,1,1475882059
13760,"27f32c398bd01b22f8a00822cf9dc8aba5fe952285042ad69b07595c7a2e8d12",12,0.100578746220356,3774,1,-71.0859527083333,42.3672008916667,0.00654775691508814,1,1475894236
16551,"2d4d82a4374d78182cf4ccb69971fc787e28f80f74c9e92a9bb6e9bdf3269707",6,0.0135412059923165,15956,0,-71.0907653166667,42.3648439,0.00202659815741799,1,1475509969
16555,"2d4d82a4374d78182cf4ccb69971fc787e28f80f74c9e92a9bb6e9bdf3269707",5,0.126594199342017,9881,0,-71.0906826,42.36472146,0.00980487486107781,1,1475585791
16557,"2d4d82a4374d78182cf4ccb69971fc787e28f80f74c9e92a9bb6e9bdf3269707",3,0.0452380732105438,7909,0,-71.0908941333333,42.3649413666667,0.00453258450299444,1,1475595947
16567,"2d4d82a4374d78182cf4ccb69971fc787e28f80f74c9e92a9bb6e9bdf3269707",14,0.0580810023323566,15304,1,-71.0908187428571,42.3647761785714,0.00712534145655512,1,1475667189
16569,"2d4d82a4374d78182cf4ccb69971fc787e28f80f74c9e92a9bb6e9bdf3269707",3,0.0245097508554054,1787,0,-71.090816,42.3648215666667,0.0040843567849911,1,1475684243
16571,"2d4d82a4374d78182cf4ccb69971fc787e28f80f74c9e92a9bb6e9bdf3269707",6,0.115636759254278,3809,0,-71.0908841166667,42.364837,0.00765318829613476,1,1475687987
16573,"2d4d82a4374d78182cf4ccb69971fc787e28f80f74c9e92a9bb6e9bdf3269707",7,0.106591659257871,5773,0,-71.0907718428571,42.3647375571429,0.0118664365795711,1,1475695228
16575,"2d4d82a4374d78182cf4ccb69971fc787e28f80f74c9e92a9bb6e9bdf3269707",3,0.0986516261740469,297,0,-71.0939900333333,42.3664543,0.00428966462664869,1,1475753738
16576,"2d4d82a4374d78182cf4ccb69971fc787e28f80f74c9e92a9bb6e9bdf3269707",10,0.085165432324572,19881,1,-71.09081684,42.36472844,0.0125576109359378,1,1475754324
16580,"2d4d82a4374d78182cf4ccb69971fc787e28f80f74c9e92a9bb6e9bdf3269707",5,0.132471724936965,4771,0,-71.09099066,42.36471456,0.00634927288893999,1,1475841348
16583,"2d4d82a4374d78182cf4ccb69971fc787e28f80f74c9e92a9bb6e9bdf3269707",4,0.00779361094010003,8116,0,-71.090771175,42.3648201,0.0068889209446113,1,1475859437
16585,"2d4d82a4374d78182cf4ccb69971fc787e28f80f74c9e92a9bb6e9bdf3269707",5,0.129238491057139,5127,0,-71.09050676,42.36506958,0.0133556877263245,1,1475867850
41749,"59840fa8f05516bd3c3b4a435b17da3e6d8e274dcd8b6e2aed962fd5efc25b71",3,0.524337883263019,89,0,-71.0708200333333,42.3599126333333,0.00637020697336772,1,1475860716
51070,"736bf6c07b944056d011fa3566d15cf0079d3c0a12eb7e8416ca0079e16be5e2",3,18.7185020188774,2,0,-71.0927043666667,42.3570369333333,0.00816917885885881,1,1475664087
51147,"736bf6c07b944056d011fa3566d15cf0079d3c0a12eb7e8416ca0079e16be5e2",3,5.66403626115055,13,0,-71.0934582666667,42.3588453666667,0.0123202573224349,1,1475676848
57301,"7d85a83e41d52ee3bb7272c46f5f4802c688ae55c9db107615df3db1ccb68bc6",3,0.157940368548198,2224,0,-71.0761553,42.3679685,0.011314142533219,1,1475856368
80169,"b47d02678b103e34b7b4b904426ce5b6f63567ffe4b3cedf4a0dd25bd2044d87",3,0.165137429826246,1061,0,-71.0925661333333,42.3658820666667,0.00918795826534091,1,1475435125
80759,"b6f586067230ca0f118baeb6c898aba663aefa43f0a870ceeede661162491179",3,0.770013922824616,43,0,-71.0845027666667,42.3626302,0.00282726661332463,1,1475340439
83774,"bc55612d437b8b2379f7f73cbfd4d30918b4d319e68125bbbf9c54c63b0ce1fa",5,0.0478985342017179,4261,0,-71.07032264,42.36258894,0.00637332220823844,1,1475589581
8672,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",8,0.106957675596695,5531,0,-71.0900285625,42.366248875,0.00482933779855823,1,1475500880
8673,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",3,0.180527908166988,248,0,-71.0899047333333,42.3661782666667,0.00721588690846967,1,1475506598
8675,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",10,0.171681006697765,9247,0,-71.08998213,42.36628548,0.00755835299330611,1,1475516157
8681,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",3,0.158701287277643,625,0,-71.0901523333333,42.3662947333333,0.00360550540209272,1,1475587651
8682,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",3,0.168967972974362,763,0,-71.0898737666667,42.3661729666667,0.00585647312567036,1,1475588417
8690,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",15,0.212286179999146,5906,0,-71.0899573533333,42.3662392266667,0.00783378372620308,1,1475675014
8691,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",4,0.0404142111879744,3557,0,-71.089761575,42.3664353,0.00357659972552507,1,1475681549
8693,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",3,0.0946895550077162,948,0,-71.0761628666667,42.3682376,0.0100861446508917,1,1475686147
8695,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",10,0.167963907201595,7771,0,-71.08991244,42.36626249,0.00562257170078155,1,1475688161
8703,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",8,0.154746877482152,3690,0,-71.0899589125,42.3663205,0.0061460794093513,1,1475760329
8704,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",11,0.212264467118323,3135,0,-71.0899905636364,42.3661850545455,0.002884339784095,1,1475764422
8709,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",3,0.172618611931026,251,0,-71.0899862,42.3668621,0.00723708201719331,1,1475777067
8710,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",8,0.0847111498384074,6961,0,-71.0899937375,42.36624295,0.00558381493890609,1,1475777902
8716,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",7,0.114755223384328,2720,0,-71.0900153,42.3662148142857,0.00482570043639898,1,1475847758
8719,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",8,0.205938975410009,2181,0,-71.0897383375,42.3664498875,0.00795642168758579,1,1475856664
8722,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",5,0.239911298848029,613,0,-71.08982426,42.3662437,0.0139406036943569,1,1475865095
8724,"1add11b283fa5495054f97b9de17f841ca6b3490da63b9a2e54b9f8fdebcf88e",10,0.128440761982701,9295,0,-71.0899357,42.36629984,0.00613800020861188,1,1475871140
17465,"29fd1bca22fc1a3bf06c4e3f779bd0b609bc1b629e17bec2428f46bd9291bfe5",3,0.157335292512064,286,0,-71.0850106333333,42.3676350333333,0.00745174098124182,1,1475495153
18081,"2b760857a1a93867250d35a0e7a85e5ac94964a4a1dbf265ed2734ed40688964",5,0.0204119342018194,2145,0,-71.07566408,42.3562642,0.00181769866978691,1,1475349505
18083,"2b760857a1a93867250d35a0e7a85e5ac94964a4a1dbf265ed2734ed40688964",3,0.0329148952311449,1511,0,-71.0757022333333,42.3562552,0.00762775281989438,1,1475352313
31866,"5adf6f48e9c7b82f2c5c40f5c4c03d66449329f435635c2a41cdfbfa355fa30a",8,0.0544855208789601,26044,1,-71.0772772,42.3660941625,0.010120320416501,1,1475327890
31872,"5adf6f48e9c7b82f2c5c40f5c4c03d66449329f435635c2a41cdfbfa355fa30a",3,0.388301328736097,212,0,-71.0777367666667,42.3669567333333,0.00697324730751109,1,1475880030
42782,"75dcd8a983b49cb9a04b11ea3b2e92a95ee19462a366547ab36e5beca7e47b0f",9,0.305498690486739,1075,0,-71.0948687,42.3586659555556,0.00873228325388026,1,1475685770
42785,"75dcd8a983b49cb9a04b11ea3b2e92a95ee19462a366547ab36e5beca7e47b0f",3,0.871684009575845,131,0,-71.0945136666667,42.3585334,0.00270308769421313,1,1475687203
86570,"f6d36e8cca1e90da2b075461b11086562ad283bb5890e68a39660cdcc9ab44aa",4,0.00932437712614307,18572,0,-71.087128325,42.363686425,0.00736611208682486,1,1475678910
86593,"f6d36e8cca1e90da2b075461b11086562ad283bb5890e68a39660cdcc9ab44aa",3,0.190312350826629,13523,0,-71.0870573666667,42.3630696666667,0.0047156231514907,1,1475771330
72987,"a48b99795780ea980758910fbfa252262c262122ba5faf3a9adac9629b30a76f",6,0.160346339073193,810,0,-71.0945006666667,42.3606397166667,0.00807720051508017,1,1475704622
83424,"c888f51c8b5171e464db1dc0c2fb5d0d5d919612884eaaa3aaeec0f39954ea07",3,0.053207012748723,1080,0,-71.0924581,42.3631619333333,0.0059513581569501,1,1475670408
83426,"c888f51c8b5171e464db1dc0c2fb5d0d5d919612884eaaa3aaeec0f39954ea07",21,0.0708422309057449,18352,2,-71.0926160285714,42.3636906761905,0.0118055206138343,1,1475672285
85159,"c9c25c37d7abf86eebbeb434ae2b61b187afb74160cfe2505b1d292b0c6f3366",6,0.0769214237056109,3001,0,-71.0763796,42.3676684166667,0.00705093373184268,1,1475329548
85160,"c9c25c37d7abf86eebbeb434ae2b61b187afb74160cfe2505b1d292b0c6f3366",4,0.10730840622708,1201,0,-71.076193875,42.368174875,0.0122916128896034,1,1475355648
85169,"c9c25c37d7abf86eebbeb434ae2b61b187afb74160cfe2505b1d292b0c6f3366",3,0.0640087646188272,11099,0,-71.0763486,42.3675765,0.00584066567163055,1,1475437029
85552,"ca9cc59a67f8caea1124ef32d2042d6a179af6ad3dfe2844d7803f9a51689a10",8,0.256379542099464,21685,1,-71.07841405,42.36532225,0.0077529774441075,1,1475836021
85553,"ca9cc59a67f8caea1124ef32d2042d6a179af6ad3dfe2844d7803f9a51689a10",3,0.856378061670699,116,0,-71.078629,42.3652744333333,0.0125037653445612,1,1475857847
90384,"d06a3a2fe99b29b463a7f7620241bba50a61b23608239e20a487c4e241fa7bfa",5,0.520724910931956,45234,0,-71.09039746,42.36980644,0.00861119845809375,1,1475366514
90386,"d06a3a2fe99b29b463a7f7620241bba50a61b23608239e20a487c4e241fa7bfa",13,0.324484018512123,3811,1,-71.0840328461539,42.3611768076923,0.0123478507458749,1,1475412032
90388,"d06a3a2fe99b29b463a7f7620241bba50a61b23608239e20a487c4e241fa7bfa",4,0.145317622892669,1790,0,-71.090208925,42.369339425,0.0146804044310133,1,1475417170
90459,"d06a3a2fe99b29b463a7f7620241bba50a61b23608239e20a487c4e241fa7bfa",3,0.0195402400594781,32632,0,-71.0902468,42.3696486666667,0.00295686458453546,1,1475633526
90484,"d06a3a2fe99b29b463a7f7620241bba50a61b23608239e20a487c4e241fa7bfa",4,0.0587791782421583,31999,0,-71.09033025,42.3696406,0.0122697427357333,1,1475721980
90523,"d06a3a2fe99b29b463a7f7620241bba50a61b23608239e20a487c4e241fa7bfa",18,0.0722957163161131,33082,0,-71.0902138277778,42.3696575833333,0.00350722808692549,1,1475895904
91360,"d0cc69dd17d03cb410c6726175df3248a0890fce2f6f8518cb8e6dad8b69d534",3,0.0336187251649127,35036,0,-71.0821518333333,42.3693215666667,0.00680544407900588,1,1475457028
91364,"d0cc69dd17d03cb410c6726175df3248a0890fce2f6f8518cb8e6dad8b69d534",52,0.128256971581226,33215,3,-71.082134575,42.3692543961539,0.00715955688608166,1,1475545533
91366,"d0cc69dd17d03cb410c6726175df3248a0890fce2f6f8518cb8e6dad8b69d534",4,0.218671977818244,2432,0,-71.09000535,42.366282025,0.00465330268011236,1,1475584775
91371,"d0cc69dd17d03cb410c6726175df3248a0890fce2f6f8518cb8e6dad8b69d534",15,0.0952417703711822,42229,0,-71.0822261066667,42.3693094933333,0.00507519153755073,1,1475618368
91378,"d0cc69dd17d03cb410c6726175df3248a0890fce2f6f8518cb8e6dad8b69d534",4,0.0747872864231616,38233,0,-71.08213635,42.369300325,0.00135696443149804,1,1475802580
91381,"d0cc69dd17d03cb410c6726175df3248a0890fce2f6f8518cb8e6dad8b69d534",28,0.0937942046879284,27967,0,-71.0903816142857,42.3661858178571,0.00402813677965712,1,1475847878
91383,"d0cc69dd17d03cb410c6726175df3248a0890fce2f6f8518cb8e6dad8b69d534",29,0.111962790441129,23359,2,-71.0822116068966,42.3692831310345,0.00382615050457878,1,1475888767
99063,"e3e0f4bf5a468b39a60eb46c7192f0a781b5e5f914637425a13ea384b20c521f",3,0.403095982772753,126,0,-71.0720524,42.3615417666667,0.00539598866273662,1,1475527465
99064,"e3e0f4bf5a468b39a60eb46c7192f0a781b5e5f914637425a13ea384b20c521f",4,1.45601895316762,63,0,-71.07138895,42.3610132,0.00352380786915365,1,1475527679
2158,"030fc831055672dcdaa80eeb1168213798f5bf59dc49e56195dc53f8a2aa27b1",3,0.0363895664899887,1749,0,-71.0877056,42.3670479,0.00485601443386611,1,1475503877
2161,"030fc831055672dcdaa80eeb1168213798f5bf59dc49e56195dc53f8a2aa27b1",4,0.0302663418413147,10054,0,-71.08774475,42.36702215,0.00254854603756575,1,1475508028
2178,"030fc831055672dcdaa80eeb1168213798f5bf59dc49e56195dc53f8a2aa27b1",3,0.0743263471532427,6547,0,-71.0877692,42.3669522,0.00774736858714031,1,1475676146
2182,"030fc831055672dcdaa80eeb1168213798f5bf59dc49e56195dc53f8a2aa27b1",4,0.10039396607256,9318,0,-71.087744825,42.367023025,0.00370318199008297,1,1475694122
2195,"030fc831055672dcdaa80eeb1168213798f5bf59dc49e56195dc53f8a2aa27b1",4,0.173786576835024,5146,0,-71.08767255,42.366987675,0.00656865303949106,1,1475762400
2197,"030fc831055672dcdaa80eeb1168213798f5bf59dc49e56195dc53f8a2aa27b1",3,0.27851621839508,380,0,-71.0861288333333,42.3670187,0.00880295461439577,1,1475774499
2198,"030fc831055672dcdaa80eeb1168213798f5bf59dc49e56195dc53f8a2aa27b1",4,0.195067060909244,481,0,-71.08626815,42.366256925,0.00641581108397861,1,1475775000
2200,"030fc831055672dcdaa80eeb1168213798f5bf59dc49e56195dc53f8a2aa27b1",5,0.121614803118908,11695,0,-71.08775998,42.367044,0.00355329977322617,1,1475775967
